,index,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
98,8391,frozenset({'828635'}),"frozenset({'4370921', '768635'})",0.13052109181141439,0.06799007444168735,0.05607940446650124,0.4296577946768061,6.319419388859592,0.047205265718032866,1.634124069478908
99,8390,"frozenset({'4370921', '768635'})",frozenset({'828635'}),0.06799007444168735,0.13052109181141439,0.05607940446650124,0.8248175182481751,6.319419388859592,0.047205265718032866,4.963275434243173
100,9237,frozenset({'6972521'}),"frozenset({'7222521', '7232521'})",0.12158808933002481,0.0977667493796526,0.0749379652605459,0.6163265306122448,6.304050554231845,0.06305069300346655,2.3515653872551607
101,9236,"frozenset({'7222521', '7232521'})",frozenset({'6972521'}),0.0977667493796526,0.12158808933002481,0.0749379652605459,0.766497461928934,6.304050554231845,0.06305069300346655,3.7618944869996755
102,9947,"frozenset({'3029412', '6752521'})","frozenset({'6642521', '6742521'})",0.0858560794044665,0.10272952853598015,0.055583126550868486,0.6473988439306358,6.301974253720924,0.046763171991699964,2.544717894479925
103,9946,"frozenset({'6642521', '6742521'})","frozenset({'3029412', '6752521'})",0.10272952853598015,0.0858560794044665,0.055583126550868486,0.5410628019323671,6.301974253720923,0.046763171991699964,1.9918714901397412
104,7296,"frozenset({'3029412', '828635'})",frozenset({'768635'}),0.0803970223325062,0.12655086848635236,0.06401985111662531,0.7962962962962963,6.292302106027596,0.053845538116729985,4.287841191066997
105,7301,frozenset({'768635'}),"frozenset({'3029412', '828635'})",0.12655086848635236,0.0803970223325062,0.06401985111662531,0.5058823529411764,6.292302106027596,0.053845538116729985,1.8611012643270706
106,9334,frozenset({'7222521'}),"frozenset({'9486925', '7232521'})",0.12258064516129032,0.07990074441687345,0.06153846153846154,0.5020242914979758,6.283099051977771,0.05174417673897383,1.8476789929189616
107,9331,"frozenset({'9486925', '7232521'})",frozenset({'7222521'}),0.07990074441687345,0.12258064516129032,0.06153846153846154,0.7701863354037267,6.2830990519777705,0.05174417673897383,3.8179598953792504
108,9090,"frozenset({'6200129', '828635'})",frozenset({'768635'}),0.06451612903225806,0.12655086848635236,0.0511166253101737,0.7923076923076924,6.260784313725491,0.04295205314976387,4.205495818399045
109,9095,frozenset({'768635'}),"frozenset({'6200129', '828635'})",0.12655086848635236,0.06451612903225806,0.0511166253101737,0.403921568627451,6.26078431372549,0.04295205314976387,1.5693972835314094
110,7300,frozenset({'828635'}),"frozenset({'3029412', '768635'})",0.13052109181141439,0.07841191066997519,0.06401985111662531,0.4904942965779468,6.255354478509891,0.053785442924961055,1.8087885633865415
111,7297,"frozenset({'3029412', '768635'})",frozenset({'828635'}),0.07841191066997519,0.13052109181141439,0.06401985111662531,0.8164556962025317,6.255354478509891,0.053785442924961055,4.73716094806195
112,8359,"frozenset({'4370921', '7232521'})",frozenset({'7222521'}),0.07196029776674938,0.12258064516129032,0.05508684863523573,0.7655172413793103,6.245009074410164,0.04626590890898903,3.7419354838709675
113,8362,frozenset({'7222521'}),"frozenset({'4370921', '7232521'})",0.12258064516129032,0.07196029776674938,0.05508684863523573,0.4493927125506073,6.245009074410164,0.04626590890898903,1.685483870967742
114,10080,"frozenset({'6642521', '9486925', '6752521'})",frozenset({'6742521'}),0.06352357320099256,0.14392059553349876,0.05707196029776675,0.8984375,6.242591594827586,0.047929609812264094,8.429089520900934
115,10093,frozenset({'6742521'}),"frozenset({'6642521', '9486925', '6752521'})",0.14392059553349876,0.06352357320099256,0.05707196029776675,0.396551724137931,6.242591594827585,0.047929609812264094,1.551875221552641
116,10084,"frozenset({'6642521', '9486925'})","frozenset({'6752521', '6742521'})",0.0794044665012407,0.11563275434243177,0.05707196029776675,0.71875,6.215799356223176,0.04789020312913693,3.1444168734491313
117,10089,"frozenset({'6752521', '6742521'})","frozenset({'6642521', '9486925'})",0.11563275434243177,0.0794044665012407,0.05707196029776675,0.4935622317596566,6.215799356223175,0.04789020312913693,1.8177860958068721
118,3947,frozenset({'768635'}),frozenset({'828635'}),0.12655086848635236,0.13052109181141439,0.1022332506203474,0.807843137254902,6.18936852307463,0.08571569309582597,4.524839216083456
119,3946,frozenset({'828635'}),frozenset({'768635'}),0.13052109181141439,0.12655086848635236,0.1022332506203474,0.7832699619771863,6.189368523074629,0.08571569309582597,4.030124940141919
120,8302,frozenset({'6972521'}),"frozenset({'4370921', '7222521'})",0.12158808933002481,0.06799007444168735,0.0511166253101737,0.42040816326530617,6.183375539997021,0.04284984206540278,1.6080452940970889
121,8299,"frozenset({'4370921', '7222521'})",frozenset({'6972521'}),0.06799007444168735,0.12158808933002481,0.0511166253101737,0.7518248175182481,6.18337553999702,0.04284984206540278,3.53948328711137
122,9952,frozenset({'6752521'}),"frozenset({'6642521', '3029412', '6742521'})",0.14838709677419354,0.06104218362282878,0.055583126550868486,0.37458193979933113,6.136443973135385,0.0465252541423197,1.5013282732447817
123,9941,"frozenset({'6642521', '3029412', '6742521'})",frozenset({'6752521'}),0.06104218362282878,0.14838709677419354,0.055583126550868486,0.910569105691057,6.136443973135385,0.0465252541423197,9.522580645161296
124,8303,frozenset({'7222521'}),"frozenset({'6972521', '4370921'})",0.12258064516129032,0.06799007444168735,0.0511166253101737,0.417004048582996,6.133307721859393,0.04278235812054751,1.5986559139784948
125,8298,"frozenset({'6972521', '4370921'})",frozenset({'7222521'}),0.06799007444168735,0.12258064516129032,0.0511166253101737,0.7518248175182481,6.133307721859393,0.04278235812054751,3.5354838709677416
126,10083,"frozenset({'9486925', '6752521', '6742521'})",frozenset({'6642521'}),0.06947890818858561,0.13399503722084366,0.05707196029776675,0.8214285714285714,6.130291005291006,0.04776213140897364,4.849627791563275
127,10090,frozenset({'6642521'}),"frozenset({'9486925', '6752521', '6742521'})",0.13399503722084366,0.06947890818858561,0.05707196029776675,0.42592592592592593,6.130291005291005,0.04776213140897364,1.6209077083166574
128,10088,"frozenset({'9486925', '6742521'})","frozenset({'6642521', '6752521'})",0.08734491315136476,0.10669975186104218,0.05707196029776675,0.6534090909090908,6.123810782241015,0.04775227973819185,2.5773908798763365
129,10085,"frozenset({'6642521', '6752521'})","frozenset({'9486925', '6742521'})",0.10669975186104218,0.08734491315136476,0.05707196029776675,0.5348837209302325,6.123810782241014,0.04775227973819185,1.9622084367245656
130,8358,"frozenset({'4370921', '7222521'})",frozenset({'7232521'}),0.06799007444168735,0.1325062034739454,0.05508684863523573,0.8102189781021897,6.11457393586484,0.04607774199705682,4.571025004771901
131,8363,frozenset({'7232521'}),"frozenset({'4370921', '7222521'})",0.1325062034739454,0.06799007444168735,0.05508684863523573,0.4157303370786517,6.11457393586484,0.04607774199705682,1.5951708341286506
132,6577,"frozenset({'3029412', '4462521'})",frozenset({'4512521'}),0.07245657568238213,0.1349875930521092,0.05955334987593052,0.8219178082191781,6.08883964544722,0.04977261112376777,4.857377362092004
133,6580,frozenset({'4512521'}),"frozenset({'3029412', '4462521'})",0.1349875930521092,0.07245657568238213,0.05955334987593052,0.4411764705882352,6.088839645447219,0.04977261112376777,1.6598145487788951
134,9151,"frozenset({'6642521', '6742521'})",frozenset({'6752521'}),0.10272952853598015,0.14838709677419354,0.09280397022332507,0.9033816425120773,6.0880067212770435,0.0775602337308893,8.814193548387097
135,9154,frozenset({'6752521'}),"frozenset({'6642521', '6742521'})",0.14838709677419354,0.10272952853598015,0.09280397022332507,0.6254180602006689,6.088006721277043,0.0775602337308893,2.3953917050691245
136,2607,frozenset({'4512521'}),frozenset({'4462521'}),0.1349875930521092,0.11662531017369727,0.09578163771712159,0.7095588235294117,6.084089486858573,0.08003866780781853,3.041492602946257
137,2606,frozenset({'4462521'}),frozenset({'4512521'}),0.11662531017369727,0.1349875930521092,0.09578163771712159,0.8212765957446808,6.084089486858573,0.08003866780781853,4.839950372208436
138,7884,"frozenset({'4462521', '4370921'})",frozenset({'4512521'}),0.06650124069478908,0.1349875930521092,0.05459057071960298,0.8208955223880597,6.081266461808604,0.04561372830323443,4.829652605459058
